"ProductReference","Name","PrimaryCategory","CurrencyCode","CurrencyDescription","LegalStructure","ClosedToInvestDate","ReopenToInvestDate","InceptionDate","PerformanceStartDate","PerformanceEndDate","GrossNett","InitialNAV","InitialSharePrice","Guaranteed","NavROR","MinimumInvestment","ManagementFee","IncentiveFee","ManagementFeePayablePeriod","HighWaterMark","ShareEqualisationMethod","Leveraged","MaxLeverage","AvgLeverage","Futures","Derivatives","Margin","FXCredit","PersonalCapital","PersonalCapitalAmount","CurrencyExposure","OpenEnded","OpenToPublic","InvestsInManagedAccounts","InvestsInOtherFunds","AcceptsManagedAccounts","ManagedAccountsMinAmount","TrackingFrequency","SubscriptionFrequency","RedemptionFrequency","RedemptionNoticePeriod","LockUpPeriod","LockUpComment","PayOutPeriod","PayOutComment","AuditDate","RegisteredInvestmentAdviser","DomicileState","DomicileCountry"
73185,"Waterfall Victoria LP","Other","USD","US Dollar","Limited Partnership",,,2007-07-02 00:00:00,2014-12-01 00:00:00,2019-08-31 00:00:00,"N",1000,1000,0,"R",1000000,2,20,"Monthly",1,1,1,0,0,0,0,0,0,1,4062980,0,1,0,0,0,0,0,"Monthly","Monthly","Semi-Annually",180,36,"3 Year soft lockup with a 5% early redemption fee",30,"90% of the amount of the estimated value of the Withdrawn interest as of the relevant Withdrawal date will be paid within 30 calendar days.",2018-12-31 00:00:00,1,"New York","United States"
73186,"Waterfall Victoria Ltd","Other","USD","US Dollar","Exempted Company",,,2007-07-02 00:00:00,2014-12-01 00:00:00,2019-08-31 00:00:00,"N",1000,1000,0,"R",1000000,2,20,"Quarterly",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Monthly","Monthly","Semi-Annually",180,36,"3 Year soft lockup with a 5% early redemption fee",30,"90% of the amount of the estimated value of the Withdrawn interest as of the relevant Withdrawal date will be paid within 30 calendar days.",2018-12-31 00:00:00,1,"None","Cayman Islands"
73189,"Heritage Long/Short Equity (EUR) A","Undefined","EUR","Euro","CH - Uebrige Fds altern. Anl.",,,2004-05-24 00:00:00,2007-05-07 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",5,1.5,,"Monthly",0,0,1,,,0,0,0,0,1,0,0,1,1,0,1,0,0,"Monthly","Monthly","Monthly",45,0,"",10,"within 10 days from NAV valuation date",2018-12-31 00:00:00,1,"None","Switzerland"
73323,"Endeavour Pembroke Ltd","Other","USD","US Dollar","Limited Liability Company",,,2007-07-02 00:00:00,2017-10-11 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",2000000,1,20,"Quarterly",1,0,1,6000,2000,1,0,0,0,0,0,0,1,0,0,0,1,2000000,"Monthly","Monthly","Monthly",30,2,"Investors are subject to an initial 60 day lock-up.",0,"90% on 5th business day of following month; further 10% plus interest paid  by 15th business day of following month.",2018-12-31 00:00:00,0,"None","Cayman Islands"
73381,"Wynnefield Partners Small Cap Value LP I","Long/Short Equity Hedge","USD","US Dollar","Limited Partnership",,,1993-01-01 00:00:00,2014-09-18 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",250000,1.5,20,"Quarterly",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Monthly","Monthly","Semi-Annually",60,24,"A Limited Partner will generally be permitted to withdraw some or all of his or her Capital Account on June 30 or December 31 of each fiscal year, after having been a Partner for 24 months.",30,"30 Days before 6/30, 12/31",2018-12-31 00:00:00,0,"Delaware","United States"
73403,"Wynnefield Partners Small Cap Value LP","Long/Short Equity Hedge","USD","US Dollar","Limited Partnership",,,1993-01-01 00:00:00,2014-09-18 00:00:00,2019-08-31 00:00:00,"N",1000,1000,0,"R",250000,1.5,20,"Quarterly",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Monthly","Monthly","Semi-Annually",60,24,"A Limited Partner will generally be permitted to withdraw some or all of his or her Capital Account on June 30 or December 31 of each fiscal year, after having been a Partner for 24 months.",30,"30 Days before 6/30, 12/31",2018-12-31 00:00:00,0,"Delaware","United States"
73440,"InnoFusion Asia Multi-Strategy","Multi-Strategy","USD","US Dollar","Exempted Limited Liability Co",,,2005-11-03 00:00:00,2011-12-16 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",250000,2,20,"Monthly",1,0,0,,,,,,,0,,0,1,0,0,0,0,,"Monthly","Monthly","Monthly",30,0,"No Lockup Period.",30,"Payment the redemption proceeds will be made as soon as practicable after the relevant Redemption Day and, to the extent possible, within 30 Business Days following the Redemption Day.",2018-12-31 00:00:00,0,"None","Cayman Islands"
73459,"Observatory Credit Markets A1 USD","Fixed Income Arbitrage","USD","US Dollar","Exempted Limited Liability Co",,,2004-07-01 00:00:00,2012-03-29 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",100000,1.5,20,"Monthly",1,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,,"Monthly","Monthly","Monthly",30,0,"",6,"A Shares shall be payable as soon as practicable after the later of (a) the Dealing Day on which redemption takes effect.",2018-12-31 00:00:00,0,"None","Cayman Islands"
73462,"Pedder Street Asia Absolute Return","Long/Short Equity Hedge","USD","US Dollar","Exempted Limited Liability Co",,,2006-06-15 00:00:00,2010-09-23 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",500000,1.5,20,"Monthly",1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,,"Monthly","Monthly","Monthly",45,0,"No lockup period.",21,"",2018-12-31 00:00:00,0,"None","Cayman Islands"
73568,"Maga Smaller Companies Fund Limited A EUR","Long/Short Equity Hedge","EUR","Euro","Exempted Limited Liability Co",,,2004-04-02 00:00:00,2012-07-30 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",250000,1.5,20,"Monthly",1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,,"Monthly","Monthly","Monthly",30,0,"No lockup",10,"Normally within 10 days.",2019-09-30 00:00:00,0,"None","Cayman Islands"
73584,"Copernico Latin America Strategic D","Emerging Markets","USD","US Dollar","Exempted Limited Liability Co",,,2006-08-01 00:00:00,2017-06-12 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",250000,1.25,20,"Monthly",0,0,1,100,0,0,1,1,0,0,0,1,0,0,0,0,0,0,"Monthly","Monthly","Monthly",30,0,"No Lockup Period.",10,"Payment of the Redemption Price upon the complete redemption of a shareholder?s holdings of Common Shares will generally be paid within 30 days following the date of redemption.",2019-03-31 00:00:00,0,"None","Cayman Islands"
73612,"APS Asia-Pacific Long Short Hedge Fund Class A","Multi-Strategy","USD","US Dollar","Exempted Limited Liability Co",,,2002-04-01 00:00:00,2018-02-26 00:00:00,2019-08-31 00:00:00,"N",100,100,0,"R",100000,1.25,20,"Monthly",1,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,"Monthly","Monthly","Monthly",30,0,"No Lockup Period",20,"",2018-12-31 00:00:00,0,"None","Cayman Islands"
73677,"Chilton European Equities","Long/Short Equity Hedge","USD","US Dollar","Limited Partnership",,,2010-09-01 00:00:00,2015-11-12 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",1000000,1.25,20,"Monthly",1,0,1,120,0,0,0,0,0,0,,0,0,0,0,0,0,,"Monthly","Monthly","Monthly",30,0,"No Lock-up",10,"Approximately 3 business days for partial, approximately 10 business days for full",2018-12-31 00:00:00,1,"Delaware","United States"
74131,"Tessera Fund LP","Long/Short Equity Hedge","USD","US Dollar","Limited Partnership",,,2004-11-01 00:00:00,2010-10-29 00:00:00,2019-08-31 00:00:00,"N",1000,1000,0,"R",500000,2,20,"Monthly",1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,,"Monthly","Monthly","Quarterly",45,0,"No lock up period.",0,"No payout period.",2018-12-31 00:00:00,0,"Delaware","United States"
74181,"Double Eagle Offshore Capital Ace Ltd A","Fund of Funds","USD","US Dollar","Exempted Company",,,2005-07-01 00:00:00,2019-10-17 00:00:00,2019-09-30 00:00:00,"N",10000,10000,0,"R",1000000,1.5,,"Quarterly",0,0,0,,,,,,,1,6400000,1,0,0,0,1,1,10000000,"Monthly","Monthly","Quarterly",90,30,"The lock up matches the lock up of the underlying managers.  Currently contemplating moving to a 12 month lock-up period",21,"90% of NAV is paid out within 10 days of redemption date request.  Final 10% paid out within 10 days of final NAV.  The fund has a 25% gate provision.",2019-01-07 00:00:00,1,"None","Cayman Islands"
74275,"China Alpha II Ltd USD","Emerging Markets","USD","US Dollar","Exempted Limited Liability Co",,,2002-02-01 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",1000000,2,20,"Monthly",1,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Monthly","Monthly","Monthly",30,0,"No lock up period.",15,"Within 15 days.",2019-06-30 00:00:00,0,"None","Cayman Islands"
74324,"Double Eagle Capital Ace LP A USD","Fund of Funds","USD","US Dollar","Limited Partnership",,,2005-07-01 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",10000,10000,0,"R",1000000,1.5,0,"Monthly",0,0,0,,,,,,,0,0,0,0,0,0,1,0,0,"Monthly","Monthly","Monthly",0,30,"",21,"90 days with end of calendar quarter redemption dates",2018-12-31 00:00:00,0,"Texas","United States"
74406,"GAM Multi-Emerging Markets EUR Open","Fund of Funds","EUR","Euro","OEIC",,,2006-05-31 00:00:00,2006-06-30 00:00:00,2016-04-30 00:00:00,"N",100,100,0,"R",25000,0.65,0,"Not Defined",0,0,1,,,,,,,0,0,0,0,0,0,1,0,0,"Monthly","Not Defined","Not Defined",45,0,"",0,"",2015-09-30 00:00:00,0,"None","Virgin Islands (British)"
74425,"Northwest Warrant USD","Multi-Strategy","USD","US Dollar","Limited Liability Company",,,2005-11-01 00:00:00,2018-05-11 00:00:00,2019-08-31 00:00:00,"N",100,100,0,"R",100000,1,0,"Monthly",1,1,1,,,,,,,0,0,0,0,0,0,0,0,0,"Monthly","Monthly","Monthly",30,0,"No Lock-Up",90,"90% within 10 business days. Remaining 10% following NAV  publication",2018-12-31 00:00:00,0,"None","Cayman Islands"
74427,"Northwest China Opportunities A USD","Emerging Markets","USD","US Dollar","Limited Liability Company",,,2003-10-01 00:00:00,2018-05-11 00:00:00,2019-08-31 00:00:00,"N",100,100,0,"R",250000,2,0,"Monthly",0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,"Monthly","Monthly","Monthly",90,0,"No Lock-Up",90,"90% within 10 business days. Remaining 10% following NAV",2018-12-31 00:00:00,0,"None","Bahamas"
74506,"Centennial Absolute Return LP","Fund of Funds","USD","US Dollar","Limited Partnership",,,2004-01-01 00:00:00,2009-01-12 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",500000,1,10,"Monthly",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Monthly","Monthly","Quarterly",60,0,"",30,"",2018-12-31 00:00:00,0,"Tennessee","United States"
74507,"Centennial Global Macro LP","Fund of Funds","USD","US Dollar","Limited Partnership",2000-01-01 00:00:00,2000-01-01 00:00:00,2004-11-30 00:00:00,2009-01-12 00:00:00,2019-09-30 00:00:00,"N",10,10,0,"R",250000,1.5,5,"Monthly",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100000,"Monthly","Monthly","Quarterly",60,0,"No Lockup Period",30,"Payout Period is 30 days",2018-12-31 00:00:00,0,"Delaware","United States"
74519,"Hedge Invest Global Holding Sicav EUR","Fund of Funds","EUR","Euro","Open-ended fund",,,2006-08-31 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",10000,1.5,10,"Monthly",1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,"Monthly","Monthly","Monthly",67,0,"There is no Lockup period",0,"There is no Payout comment",2018-12-31 00:00:00,1,"None","Malta"
74520,"Hedge Invest Global Holding Sicav USD","Fund of Funds","USD","US Dollar","Open-ended fund",,,2007-01-01 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",10000,1.5,10,"Monthly",1,0,0,50,0,0,0,0,1,0,0,1,0,1,0,1,0,0,"Monthly","Monthly","Monthly",67,0,"There is no Lockup period",0,"There is no Payout period",2018-12-31 00:00:00,0,"None","Malta"
74521,"Hedge Invest Global Holding Sicav CHF","Fund of Funds","CHF","Swiss Franc","Open-ended fund",,,2007-05-01 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",10000,1.5,10,"Monthly",1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,"Monthly","Monthly","Monthly",67,0,"There is no Lockup period",0,"There is no Payout period",2018-12-31 00:00:00,1,"None","Malta"
74667,"Magnitude International","Fund of Funds","USD","US Dollar","CA - Trust",,,2002-10-01 00:00:00,2010-09-17 00:00:00,2019-08-31 00:00:00,"N",1000,1000,0,"R",5000000,1,10,"Monthly",1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,"Monthly","Monthly","Quarterly",65,0,"",30,"90% of estimated proceeds are paid within 30 days; the remainder of received proceeds are releeased as soon as practicable and upon release of finalized monthly Net Asset Value (NAV) statements.",2018-12-31 00:00:00,1,"None","Cayman Islands"
74685,"EntrustPermal Investment Partners LP","Fund of Funds","USD","US Dollar","Limited Partnership",,,2019-06-28 00:00:00,2019-08-07 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",1000000,1.5,5,"Quarterly",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Monthly","Monthly","Quarterly",61,0,"No Lockup Period.",60,"Withdrawn amounts generally will be paid within 60 days after the effective date of the withdrawal without any interest.",2018-12-31 00:00:00,0,"Delaware","United States"
74771,"Stenham Managed EUR","Fund of Funds","EUR","Euro","Protected Cell Company",,,2007-08-01 00:00:00,2007-10-19 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",25000,,,"Monthly",0,0,1,20,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Monthly","Monthly","Monthly",60,0,"No Lockup Period.",20,"The Fund will endeavour to pay the full redemption proceeds within 20 Business Days of the Redemption Day.",2018-12-31 00:00:00,0,"None","Guernsey"
74772,"Stenham Managed GBP","Fund of Funds","GBP","British Pound Sterling","Protected Cell Company",,,2007-08-01 00:00:00,2007-10-19 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",25000,,,"Monthly",0,0,1,20,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Monthly","Monthly","Monthly",60,0,"No Lockup Period.",20,"The Fund will endeavour to pay the full redemption proceeds within 20 Business Days of the Redemption Day.",2018-12-31 00:00:00,0,"None","Guernsey"
74774,"Stenham Managed USD","Fund of Funds","USD","US Dollar","Protected Cell Company",,,2007-08-01 00:00:00,2007-10-19 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",25000,,,"Monthly",0,0,1,20,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Monthly","Monthly","Monthly",60,0,"No Lockup Period.",20,"The Fund will endeavour to pay the full redemption proceeds within 20 Business Days of the Redemption Day.",2018-12-31 00:00:00,0,"None","Guernsey"
74783,"Bennelong Kardinia Absolute Return Fd Main Series","Long/Short Equity Hedge","AUD","Australian Dollar","AT - Alternative Investments",,,2006-05-01 00:00:00,2019-10-15 00:00:00,2019-09-30 00:00:00,"N",1,1,0,"R",20000,1.5375,20,"Monthly",1,1,1,150,75,0,1,1,0,1,20000,0,1,0,0,0,1,20000,"Monthly","Daily","Daily",30,0,"No Lock-up",14,"The Responsible Entity intends that Units will be normally withdrawn and payment made within 14 days of receipt of the withdrawal request. However, under the Constitution, the Responsible Entity may make the withdrawal payment within 30 days of the last B",2019-06-30 00:00:00,0,"None","Australia"
74785,"Marco Polo Pure China Fund","Emerging Markets","USD","US Dollar","Exempted Limited Liability Co",,,2004-09-01 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",250000,2,20,"Annual",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10000000,"Monthly","Monthly","Monthly",20,0,"No Lockup Period.",14,"Payment of redemption proceeds will be made within 14 Business Days.",2018-12-31 00:00:00,1,"None","Cayman Islands"
74877,"Optima Partners Focus A Unrestricted","Long/Short Equity Hedge","USD","US Dollar","Unit trust",,,2007-01-02 00:00:00,2015-12-23 00:00:00,2019-09-30 00:00:00,"N",10,10,0,"N",1000000,1,10,"Monthly",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Monthly","Monthly","Quarterly",63,12,"Each Unitholder may elect to have all or a portion of its Units related to each subscription that has  been invested in the Fund for at least twelve months redeemed on a Redemption Date.",45,"Payment of redemption proceeds will normally take place as to 95% of the redemption proceeds within 20 calendar days of the relevant Redemption Date and as to any remaining amount payable in cash, without interest, within 45 days of a Redemption Date.",2018-12-31 00:00:00,0,"None","Cayman Islands"
74889,"SkyBridge Legion Strategies Ltd Series ID","Fund of Funds","USD","US Dollar","Exempted Limited Liability Co",,,1994-04-01 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",25000000,0.875,,"Monthly",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,50000000,"Monthly","Monthly","Quarterly",65,0,"No Lockup Period",30,"Payout Period is 30 days",2018-12-31 00:00:00,1,"None","Cayman Islands"
74969,"Foundation China Opportunity","Long/Short Equity Hedge","USD","US Dollar","AE - Open-ended Fund",,,2007-01-31 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",150000,1.5,15,"Monthly",1,1,1,20,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Monthly","Monthly","Monthly",60,0,"No lock up period.",30,"Payment of redemption proceeds will normally be made within 15 calendar days after calculation of the Redemption Price (or, if later, following receipt of the complete and original redemption request).",2018-12-31 00:00:00,1,"None","Cayman Islands"
74970,"Frontaura Global Frontier LLC","Emerging Markets","USD","US Dollar","Limited Liability Company",,,2007-11-01 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",250000,2,20,"Monthly",1,0,0,0,0,0,0,0,0,1,2000000,1,1,0,0,0,0,0,"Monthly","Monthly","Quarterly",90,24,"No Lockup Comment",12,"Quarterly",2018-12-31 00:00:00,0,"Delaware","United States"
75030,"Akamatsu Class A JPY","Long/Short Equity Hedge","JPY","Japanese YEN","Exempted Limited Liability Co",,,2005-01-04 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",250000,1.5,20,"Monthly",1,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,"Monthly","Monthly","Monthly",30,0,"No Lockup Period.",30,"Redemption proceeds will generally be transferred to the pre-designated bank account within 30 days of the Dealing Day following receipt of a valid redemption request.",2018-12-31 00:00:00,0,"None","Cayman Islands"
75031,"Akamatsu Class B USD","Long/Short Equity Hedge","USD","US Dollar","Exempted Limited Liability Co",,,2005-01-04 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",250000,1.5,20,"Monthly",1,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,"Monthly","Monthly","Monthly",30,0,"No Lockup Period.",30,"Redemption proceeds will generally be transferred to the pre-designated bank account within 30 days of the Dealing Day following receipt of a valid redemption request.",2018-12-31 00:00:00,0,"None","Cayman Islands"
75042,"Farringdon Alpha One EUR","Long/Short Equity Hedge","EUR","Euro","SICAV",,,2006-12-06 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",50000,1.5,20,"Quarterly",1,0,1,180,140,0,0,0,0,1,0,0,1,0,0,0,0,0,"Monthly","Monthly","Monthly",45,0,"There's no lockup period.",5,"Redemption cash proceed within 3-5 days.",2018-12-31 00:00:00,0,"None","Luxembourg"
75081,"Knight Asia Contrarian Limited","Multi-Strategy","USD","US Dollar","OEIC",,,2007-02-28 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",100000,2,20,"Monthly",0,0,1,,,,,,,0,0,0,1,0,0,0,0,0,"Monthly","Monthly","Monthly",0,0,"No Lockup period.",60,"",2018-12-31 00:00:00,0,"None","Virgin Islands (British)"
75164,"SFP Value Realization Ltd A USD","Event Driven","USD","US Dollar","Exempted Company",,,2003-11-03 00:00:00,2017-01-17 00:00:00,2019-08-31 00:00:00,"N",100,100,0,"R",1000000,2,20,"Quarterly",1,1,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,25000000,"Monthly","Monthly","Quarterly",90,0,"The Fund may charge a redemption fee of up to 10% of the redemption proceeds,  prior to the expiry of twelve months from acquisition.",30,"30 days",2018-12-31 00:00:00,0,"None","Cayman Islands"
75384,"Dynamic Income Opportunities Fund - Series A","Long/Short Equity Hedge","CAD","Canadian Dollar","CA - Trust",,,2006-07-04 00:00:00,2012-11-20 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",25000,2.25,20,"Monthly",1,0,1,200,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Monthly","Weekly","Weekly",180,0,"There's no lockup period.",3,"Normally redemption payment will be made within three Business Days of the  determination of the Net Asset Value per Unit on the Valuation Day of the Units redeemed.",2019-06-30 00:00:00,0,"None","Canada"
75389,"GAM Diversity SGD Open","Fund of Funds","SGD","Singapore Dollar","OEIC",,,2008-03-31 00:00:00,2017-05-16 00:00:00,2019-10-31 00:00:00,"N",100,100,0,"R",42500,1.7625,,"Not Defined",0,0,0,,,,,,,0,0,0,1,0,0,1,0,0,"Monthly","Weekly","Monthly",95,0,"",0,"",2019-09-30 00:00:00,0,"None","Virgin Islands (British)"
75579,"Interamerican Fixed Income Ltd","Emerging Markets","USD","US Dollar","Limited Corporation",,,2002-10-01 00:00:00,2015-08-18 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"N",50000,1,10,"Monthly",1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,15000000,"Monthly","Monthly","Monthly",5,0,"",10,"At least 90% within 30 days after redemption date.",2018-12-31 00:00:00,1,"None","Cayman Islands"
75606,"EntrustPermal Macro Holdings Ltd D SGD","Fund of Funds","SGD","Singapore Dollar","Open Ended Investment Scheme",,,2008-03-31 00:00:00,2015-08-05 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",150000,2,0,"Monthly",0,0,0,,,,,,,0,0,0,1,0,0,1,0,0,"Monthly","Semi-Monthly","Monthly",20,0,"",0,"",2018-12-31 00:00:00,1,"None","Virgin Islands (British)"
75607,"EntrustPermal Fixed Income Holdings NV A SGD","Fund of Funds","SGD","Singapore Dollar","Open Ended Investment Scheme",,,2008-03-31 00:00:00,2011-09-28 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",150000,2,5,"Monthly",1,0,0,,,,,,,0,0,0,1,0,0,1,0,0,"Monthly","Monthly","Monthly",20,0,"No Lockup Period.",0,"Not mentioned.",2018-12-31 00:00:00,0,"None","Curacao"
75609,"EntrustPermal Investment Holdings NV A SGD","Fund of Funds","SGD","Singapore Dollar","Open Ended Investment Scheme",,,2008-03-31 00:00:00,2009-02-25 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"N",150000,2,0,"Monthly",0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,"Monthly","Monthly","Monthly",20,0,"No Lockup period.",0,"No Payout Period",2018-12-31 00:00:00,0,"None","Curacao"
75637,"Mount Lucas US Focused Equity","Long/Short Equity Hedge","USD","US Dollar","Limited Liability Company",,,2000-03-01 00:00:00,2017-09-11 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",10000,0.75,,"Monthly",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,"Monthly","Monthly","Monthly",10,0,"No Lockup Period.",10,"With respect to all redemptions, 90% of the redemption proceeds will ordinarily be paid within 10 business days after the relevant redemption date.",2018-12-31 00:00:00,1,"Delaware","United States"
75652,"WPS Capital Fund LLC","Long/Short Equity Hedge","USD","US Dollar","Limited Liability Company",,,2001-08-01 00:00:00,2009-01-29 00:00:00,2019-09-30 00:00:00,"N",100,100,0,"R",1000000,1,20,"Not Defined",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Monthly","Monthly","Annual",30,0,"No Lockup period.",30,"There is not mentioned about Payout period.",2018-12-31 00:00:00,0,"Delaware","United States"
75810,"Hatteras Core Alternatives TEI Inst LP","Fund of Funds","USD","US Dollar","Limited Partnership",,,2007-02-01 00:00:00,2017-02-23 00:00:00,2019-09-30 00:00:00,"N",1000,1000,0,"R",1000000,1,10,"Annual",1,0,1,,,,,,,0,0,0,0,0,0,1,0,0,"Monthly","Monthly","Quarterly",0,12,"Lockup period undisclosed",90,"Payout period undisclosed",2019-03-31 00:00:00,0,"Delaware","United States"
