"ProductReference","CompanyID","CompanyName","CompanyTypeID","CompanyType","Sequence","Address1","Address2","Address3","CityName","StateName","Zip","CountryName","Phone1","Phone2","Fax1","Fax2","MainEmail","WebAddress"
36472,75973,"Scopia Management Inc",1,"Management Firm",1,"Scopia Capital","450 Seventh Avenue - 43 Floor","","New York","New York","10123","United States","+1 212 370 0303","","+1 212 370 0404","","",""
36473,75973,"Scopia Management Inc",1,"Management Firm",1,"Scopia Capital","450 Seventh Avenue - 43 Floor","","New York","New York","10123","United States","+1 212 370 0303","","+1 212 370 0404","","",""
36480,34024,"P & A Capital Advisors Inc",1,"Management Firm",1,"500 Fifth Avenue","Suite 2700","","New York","New York","10110","United States","+1 212 764 6455","","+1 212 921 4249","","","www.pacapadvisors.com"
36480,34024,"P & A Capital Advisors Inc",2,"Investment Advisor",1,"500 Fifth Avenue","Suite 2700","","New York","New York","10110","United States","+1 212 764 6455","","+1 212 921 4249","","","www.pacapadvisors.com"
36480,34024,"P & A Capital Advisors Inc",11,"Underwriter/Sponsor",1,"500 Fifth Avenue","Suite 2700","","New York","New York","10110","United States","+1 212 764 6455","","+1 212 921 4249","","","www.pacapadvisors.com"
36616,77110,"Owl Creek Asset Management LP",1,"Management Firm",1,"640 Fifth Avenue","20th Floor","","New York","New York","10019","United States","+1 212 688 2550","","+1 212 753 2760","","",""
36616,77110,"Owl Creek Asset Management LP",2,"Investment Advisor",1,"640 Fifth Avenue","20th Floor","","New York","New York","10019","United States","+1 212 688 2550","","+1 212 753 2760","","",""
36619,77110,"Owl Creek Asset Management LP",1,"Management Firm",1,"640 Fifth Avenue","20th Floor","","New York","New York","10019","United States","+1 212 688 2550","","+1 212 753 2760","","",""
36619,79156,"Owl Creek Advisors LLC",11,"Underwriter/Sponsor",1,"640 Fifth Avenue","20th Floor","","New York","New York","10019-6102","United Kingdom","+1 212 688 2550","","","","",""
36641,9851,"Wexford Capital LP",1,"Management Firm",1,"411 West Putnam Avenue","","","Greenwich","Connecticut","06830","United States","+1 203 862 7300","","+1 203 862 7324","","ir@wexford.com","www.wexford.com"
36641,9851,"Wexford Capital LP",2,"Investment Advisor",1,"411 West Putnam Avenue","","","Greenwich","Connecticut","06830","United States","+1 203 862 7300","","+1 203 862 7324","","ir@wexford.com","www.wexford.com"
36731,77991,"La Fayette Investment Management (UK) Limited",2,"Investment Advisor",1,"La Fayette Investment Management (U.K.) Limited","Sackville House","40 Piccadilly","London","None","WIJ 0DR","United Kingdom","+44 207 479 7051","","+44 207 437 0171","","","www.lfmuk.com"
36731,82383,"La Fayette Management Ltd",1,"Management Firm",1,"Citco Building","P.O. Box 662","Roadtown","Tortola","None","","Virgin Islands (British)","","","","","",""
36764,76042,"Diamond Hill Capital Management Inc",1,"Management Firm",1,"375 North Front Street","Suite 300","","Columbus","Ohio","43215","United States","+1 614 255 3333","","+1 614 255 3363","","","www.diamond-hill.com"
36764,76042,"Diamond Hill Capital Management Inc",2,"Investment Advisor",1,"375 North Front Street","Suite 300","","Columbus","Ohio","43215","United States","+1 614 255 3333","","+1 614 255 3363","","","www.diamond-hill.com"
36840,24820,"J & E Davy",11,"Underwriter/Sponsor",1,"Davy House","49 Dawson Street","","Dublin 2","None","","Ireland","+353 1 679 6363","","+353 1 679 6366","","","http://www.davy.ie"
36840,76143,"Polunin Capital Partners Limited",1,"Management Firm",1,"146 Buckingham Palace Road","","","London","None","SW1W 9TR","United Kingdom","+44 20 7824 8800","","","","","www.polunin.com"
36840,76143,"Polunin Capital Partners Limited",2,"Investment Advisor",1,"146 Buckingham Palace Road","","","London","None","SW1W 9TR","United Kingdom","+44 20 7824 8800","","","","","www.polunin.com"
37243,81504,"Sivik Global Healthcare LLC",1,"Management Firm",1,"733 Third Avenue","18th Floor","","New York","New York","10017","United States","+1 212 702 2034","","+1 212 702 2001","","","www.sivik.com"
37340,75754,"Ascendant Capital Management Inc",2,"Investment Advisor",1,"Ascendant Capital Management Inc.","444 Adelaidie Street West","Suite 201","Toronto","Ontario","MSV 157","Canada","+1 416 203 6180","","+1 416 203 0874","","","www.ascendantcapital.ca"
37340,84045,"MMCAP International Inc SPC",1,"Management Firm",1,"MMCAP Asset Management","120 Adelaide Street West - Suite 2601","","Toronto","Ontario","M5H 1T1","Canada","+1 416 408 4157","","+1 416 352 7553","","",""
37377,76514,"Culross Global Investment Management Ltd",1,"Management Firm",1,"45-46 Pinto Wharf","Floriana","","Floriana","None","FRN 1913","Malta","+356 21 24 13 52","","+356 21 24 25 14","","nigel@culrossglobal.com","www.culrossglobal.com"
37377,76514,"Culross Global Investment Management Ltd",2,"Investment Advisor",1,"45-46 Pinto Wharf","Floriana","","Floriana","None","FRN 1913","Malta","+356 21 24 13 52","","+356 21 24 25 14","","nigel@culrossglobal.com","www.culrossglobal.com"
37614,28093,"Dexia Asset Management",1,"Management Firm",1,"283, route d'Arlon","","","Luxembourg","None","L-1150","Luxembourg","","","","","investor.support@dexia-am.com","www.dexia-am.com"
37614,28093,"Dexia Asset Management",2,"Investment Advisor",1,"283, route d'Arlon","","","Luxembourg","None","L-1150","Luxembourg","","","","","investor.support@dexia-am.com","www.dexia-am.com"
37615,28093,"Dexia Asset Management",1,"Management Firm",1,"283, route d'Arlon","","","Luxembourg","None","L-1150","Luxembourg","","","","","investor.support@dexia-am.com","www.dexia-am.com"
37615,28093,"Dexia Asset Management",2,"Investment Advisor",1,"283, route d'Arlon","","","Luxembourg","None","L-1150","Luxembourg","","","","","investor.support@dexia-am.com","www.dexia-am.com"
37723,12369,"Synapse III LLC",11,"Underwriter/Sponsor",1,"1330 Avenue of the Americas","34th Floor","","New York","New York","10019","United States","+1 212 649 9500","","+1 212 649 9510","","",""
37723,12372,"P Schoenfeld Asset Management LP",1,"Management Firm",1,"1350 Avenue of the Americas","21st Floor","","New York","New York","10019","United States","+1 212 649 9500","","+1 212 649 9510","","","www.psam.com"
37723,12372,"P Schoenfeld Asset Management LP",2,"Investment Advisor",1,"1350 Avenue of the Americas","21st Floor","","New York","New York","10019","United States","+1 212 649 9500","","+1 212 649 9510","","","www.psam.com"
37724,12372,"P Schoenfeld Asset Management LP",1,"Management Firm",1,"1350 Avenue of the Americas","21st Floor","","New York","New York","10019","United States","+1 212 649 9500","","+1 212 649 9510","","","www.psam.com"
37724,12372,"P Schoenfeld Asset Management LP",2,"Investment Advisor",1,"1350 Avenue of the Americas","21st Floor","","New York","New York","10019","United States","+1 212 649 9500","","+1 212 649 9510","","","www.psam.com"
37915,76514,"Culross Global Investment Management Ltd",1,"Management Firm",1,"45-46 Pinto Wharf","Floriana","","Floriana","None","FRN 1913","Malta","+356 21 24 13 52","","+356 21 24 25 14","","nigel@culrossglobal.com","www.culrossglobal.com"
37916,76514,"Culross Global Investment Management Ltd",1,"Management Firm",1,"45-46 Pinto Wharf","Floriana","","Floriana","None","FRN 1913","Malta","+356 21 24 13 52","","+356 21 24 25 14","","nigel@culrossglobal.com","www.culrossglobal.com"
37917,76514,"Culross Global Investment Management Ltd",1,"Management Firm",1,"45-46 Pinto Wharf","Floriana","","Floriana","None","FRN 1913","Malta","+356 21 24 13 52","","+356 21 24 25 14","","nigel@culrossglobal.com","www.culrossglobal.com"
37919,76514,"Culross Global Investment Management Ltd",1,"Management Firm",1,"45-46 Pinto Wharf","Floriana","","Floriana","None","FRN 1913","Malta","+356 21 24 13 52","","+356 21 24 25 14","","nigel@culrossglobal.com","www.culrossglobal.com"
37919,76514,"Culross Global Investment Management Ltd",2,"Investment Advisor",1,"45-46 Pinto Wharf","Floriana","","Floriana","None","FRN 1913","Malta","+356 21 24 13 52","","+356 21 24 25 14","","nigel@culrossglobal.com","www.culrossglobal.com"
38273,612,"HDF Finance SA",1,"Management Firm",1,"40 rue La Pérouse","","","Paris","None","75116","France","+33 1 4417 1234","","+33 1 4417 1235","","marketing@hdf-finance.fr","www.hdf-finance.fr"
38273,612,"HDF Finance SA",2,"Investment Advisor",1,"40 rue La Pérouse","","","Paris","None","75116","France","+33 1 4417 1234","","+33 1 4417 1235","","marketing@hdf-finance.fr","www.hdf-finance.fr"
38354,90467,"Proteus Capital Management",1,"Management Firm",1,"530 Lytton Avenue,2nd Floor","","","Palo Alto","California","94301","United States","+1 650 759 0001","","","","",""
38354,90467,"Proteus Capital Management",2,"Investment Advisor",1,"530 Lytton Avenue,2nd Floor","","","Palo Alto","California","94301","United States","+1 650 759 0001","","","","",""
38432,76259,"Pinnacle Asset Management LP",1,"Management Firm",1,"712 Fifth Avenue","","","New York","New York","10019","United States","+1 212 750 1778","","+1 212 750 1825","","info@pinnacle-lp.com","www.pinnacle-lp.com"
38432,76259,"Pinnacle Asset Management LP",2,"Investment Advisor",1,"712 Fifth Avenue","","","New York","New York","10019","United States","+1 212 750 1778","","+1 212 750 1825","","info@pinnacle-lp.com","www.pinnacle-lp.com"
38432,78031,"Pinnacle Associates GP LLC",11,"Underwriter/Sponsor",1,"712 Fifth Avenue","29th Floor","","New York","New York","10019","United States","+1 212 750 1778","","+1 212 750 1825","","",""
38541,82926,"Prosperity Capital Management Limited (Cayman)",1,"Management Firm",1,"PO Box 10448, Suite 204, The Crighton Bldg","256 Crewe Road","","None","None","KY1 1004","Cayman Islands","+3 45 745 8500","","+3 45 745 8501","","info@prosperitycapital.com","www.prosperitycapital.com"
38541,89030,"Prosperity Capital Management (RF) Ltd",2,"Investment Advisor",1,"7th Floor, 10 Nikolskaya Street,","","","Moscow","","109 012","Russian Federation","+7 495 961 2810","","+7 495 961 2816","","info@prosperitycapital.com",""
38565,10,"N/A",2,"Investment Advisor",1,"","","","None","None","","None","","","","","",""
38565,76276,"Elco Management Co LLC",1,"Management Firm",1,"Elco Management Co, LLC","1325 Avenue of Americas","26th Floor","New York","New York","10019","United States","+1 212 603 7582","","+1 212 333 9645","","","www.elcomanagement.com"
38728,76738,"Terra Partners Ltd",1,"Management Firm",1,"Klimentska 46","","","None","None","110 62","Czech Republic","+420 221 853 300","","+420 221 853 304","","terra@terrapartners.com","www.terrapartners.com"
38728,76738,"Terra Partners Ltd",2,"Investment Advisor",1,"Klimentska 46","","","None","None","110 62","Czech Republic","+420 221 853 300","","+420 221 853 304","","terra@terrapartners.com","www.terrapartners.com"
38777,72931,"SG Hambros Bank & Trust (Jersey) Ltd",11,"Underwriter/Sponsor",1,"PO Box 197","18 Esplanade","St Helier","Jersey City","None","JE4 8PR","Jersey","+44 1534 815555","","+44 1534 815560","","channelislands@sghambros.com","www.sghambros.com"
38777,76443,"Coriolis Capital Limited",1,"Management Firm",1,"23 Austin Friars","","","London","None","EC2N 2QP","United Kingdom","+44 203 159 5225","","+44 203 159 5226","","team@corioliscapital.com","www.corioliscapital.com"
38777,76443,"Coriolis Capital Limited",2,"Investment Advisor",1,"23 Austin Friars","","","London","None","EC2N 2QP","United Kingdom","+44 203 159 5225","","+44 203 159 5226","","team@corioliscapital.com","www.corioliscapital.com"
38807,37681,"Quest Management Inc (Thailand)",1,"Management Firm",1,"888/123 Mahatun Plaza, 12/F","Ploenchit Road","Lumpini, Phathumwan","Bangkok","None","10330","Thailand","+66 2 255 2040","","+66 2 255 3050","","","www.questthai.com"
38807,37681,"Quest Management Inc (Thailand)",2,"Investment Advisor",1,"888/123 Mahatun Plaza, 12/F","Ploenchit Road","Lumpini, Phathumwan","Bangkok","None","10330","Thailand","+66 2 255 2040","","+66 2 255 3050","","","www.questthai.com"
38807,37681,"Quest Management Inc (Thailand)",11,"Underwriter/Sponsor",1,"888/123 Mahatun Plaza, 12/F","Ploenchit Road","Lumpini, Phathumwan","Bangkok","None","10330","Thailand","+66 2 255 2040","","+66 2 255 3050","","","www.questthai.com"
38923,78133,"JC Clark Ltd",1,"Management Firm",1,"130 Adelaide Street West","Suite 3400","","Toronto","Ontario","M5H 3P5","Canada","+1 416 361 6144","","+1 416 361 0128","","swynn@jcclark.com","www.jcclark.com"
38923,78133,"JC Clark Ltd",2,"Investment Advisor",1,"130 Adelaide Street West","Suite 3400","","Toronto","Ontario","M5H 3P5","Canada","+1 416 361 6144","","+1 416 361 0128","","swynn@jcclark.com","www.jcclark.com"
38927,70822,"Signet Management Limited",11,"Underwriter/Sponsor",1,"Signet Research & Advisory","S.A. Chemin du Viaduc 1","","Lausanne","None","CH-1204","Switzerland","+41 21 351 0990","","+41 21 351 1103","","","www.signetmanagement.com"
38927,83410,"Signet Capital Management Ltd",1,"Management Firm",1,"Buchanan House","3 St James?s Square","","London","None","SW1Y 4JU","United Kingdom","","","","","","http://www.signetmanagement.com/home.php"
38927,83410,"Signet Capital Management Ltd",2,"Investment Advisor",1,"Buchanan House","3 St James?s Square","","London","None","SW1Y 4JU","United Kingdom","","","","","","http://www.signetmanagement.com/home.php"
38935,77020,"Winnington Capital Ltd",1,"Management Firm",1,"Room 406,St George's Building","2 Ice House street","","Central","None","","Hong Kong","+ 852 2913 7000","","+ 852 2973 0281","","","www.winnington.net"
38935,77020,"Winnington Capital Ltd",2,"Investment Advisor",1,"Room 406,St George's Building","2 Ice House street","","Central","None","","Hong Kong","+ 852 2913 7000","","+ 852 2973 0281","","","www.winnington.net"
38941,77027,"iVenture Investment Management BVI Ltd",1,"Management Firm",1,"1602 Wilson House","19-27 Wyndham Street","","Central","None","","Hong Kong","+852  2882 0115","","+852  2882 0119","","","www.iventureim.com"
38941,77027,"iVenture Investment Management BVI Ltd",2,"Investment Advisor",1,"1602 Wilson House","19-27 Wyndham Street","","Central","None","","Hong Kong","+852  2882 0115","","+852  2882 0119","","","www.iventureim.com"
39031,77138,"Grand Slam Asset Management LLC",1,"Management Firm",1,"2160 North Central Road","","Suite 306","Fort Lee","New Jersey","07024","United States","+1 201 346 4335","","+1 201 346 4339","","","www.gslamcap.com"
39031,77138,"Grand Slam Asset Management LLC",2,"Investment Advisor",1,"2160 North Central Road","","Suite 306","Fort Lee","New Jersey","07024","United States","+1 201 346 4335","","+1 201 346 4339","","","www.gslamcap.com"
39264,9851,"Wexford Capital LP",1,"Management Firm",1,"411 West Putnam Avenue","","","Greenwich","Connecticut","06830","United States","+1 203 862 7300","","+1 203 862 7324","","ir@wexford.com","www.wexford.com"
39264,9851,"Wexford Capital LP",2,"Investment Advisor",1,"411 West Putnam Avenue","","","Greenwich","Connecticut","06830","United States","+1 203 862 7300","","+1 203 862 7324","","ir@wexford.com","www.wexford.com"
39340,10,"N/A",3,"Sub Advisor",1,"","","","None","None","","None","","","","","",""
39340,73662,"FMG Fund Managers Limited",1,"Management Firm",1,"3rd Floor,3 Burnaby Street,T.J. Pearman Building","","","Hamilton","None","HM 12","Bermuda","+1 441 292 0588","","+1 441 292 1884","","info@fmgfunds.com","www.fmgfunds.com"
39340,73662,"FMG Fund Managers Limited",2,"Investment Advisor",1,"3rd Floor,3 Burnaby Street,T.J. Pearman Building","","","Hamilton","None","HM 12","Bermuda","+1 441 292 0588","","+1 441 292 1884","","info@fmgfunds.com","www.fmgfunds.com"
39341,73662,"FMG Fund Managers Limited",1,"Management Firm",1,"3rd Floor,3 Burnaby Street,T.J. Pearman Building","","","Hamilton","None","HM 12","Bermuda","+1 441 292 0588","","+1 441 292 1884","","info@fmgfunds.com","www.fmgfunds.com"
39341,73662,"FMG Fund Managers Limited",2,"Investment Advisor",1,"3rd Floor,3 Burnaby Street,T.J. Pearman Building","","","Hamilton","None","HM 12","Bermuda","+1 441 292 0588","","+1 441 292 1884","","info@fmgfunds.com","www.fmgfunds.com"
39372,77158,"Chi-Rho Financial LLC",1,"Management Firm",1,"3295 River Exchange Drive","Suite 275","","Norcross","Georgia","30092","United States","+1 770 500 3862","","+1 678 731 0039","","mrussell@chirhollc.com","www.chirhollc.com"
